"AAAA","BBB"
"GPSData(longitude=13.9459, latitude=52.6223, altitude=1516.6, track=262.8, ground_speed=120.0)","AttitudeData(true_heading=262.8, pitch=2.7, roll=0.12)",1744317823.2973351
"GPSData(longitude=13.9441, latitude=52.6221, altitude=1512.7, track=262.8, ground_speed=119.7)","AttitudeData(true_heading=262.8, pitch=2.53, roll=0.09)",1744317824.315647
"GPSData(longitude=13.9423, latitude=52.622, altitude=1508.3, track=262.8, ground_speed=119.4)","AttitudeData(true_heading=262.8, pitch=2.4, roll=0.06)",1744317825.3294878
"GPSData(longitude=13.9404, latitude=52.6218, altitude=1503.5, track=262.8, ground_speed=119.2)","AttitudeData(true_heading=262.8, pitch=2.27, roll=0.03)",1744317826.343374
"GPSData(longitude=13.9386, latitude=52.6217, altitude=1498.3, track=262.8, ground_speed=118.9)","AttitudeData(true_heading=262.8, pitch=2.15, roll=0.01)",1744317827.357734
"GPSData(longitude=13.9371, latitude=52.6215, altitude=1493.9, track=262.8, ground_speed=118.7)","AttitudeData(true_heading=262.8, pitch=2.04, roll=-0.02)",1744317828.370474
"GPSData(longitude=13.9353, latitude=52.6214, altitude=1488.0, track=262.8, ground_speed=118.5)","AttitudeData(true_heading=262.8, pitch=1.93, roll=-0.04)",1744317829.383769
"GPSData(longitude=13.9335, latitude=52.6212, altitude=1481.9, track=262.8, ground_speed=118.3)","AttitudeData(true_heading=262.8, pitch=1.84, roll=-0.06)",1744317830.397794
"GPSData(longitude=13.9317, latitude=52.621, altitude=1475.5, track=262.8, ground_speed=118.1)","AttitudeData(true_heading=262.8, pitch=1.78, roll=-0.07)",1744317831.416252
"GPSData(longitude=13.9299, latitude=52.6209, altitude=1469.0, track=262.8, ground_speed=117.9)","AttitudeData(true_heading=262.8, pitch=1.7, roll=-0.09)",1744317832.42853
"GPSData(longitude=13.9281, latitude=52.6207, altitude=1462.3, track=262.7, ground_speed=117.8)","AttitudeData(true_heading=262.7, pitch=1.63, roll=-0.1)",1744317833.443218
"GPSData(longitude=13.9264, latitude=52.6206, altitude=1455.3, track=262.7, ground_speed=117.6)","AttitudeData(true_heading=262.7, pitch=1.57, roll=-0.12)",1744317834.457786
"GPSData(longitude=13.9249, latitude=52.6204, altitude=1449.6, track=262.7, ground_speed=117.5)","AttitudeData(true_heading=262.7, pitch=1.51, roll=-0.12)",1744317835.47146
"GPSData(longitude=13.9231, latitude=52.6203, altitude=1442.2, track=262.7, ground_speed=117.4)","AttitudeData(true_heading=262.7, pitch=1.47, roll=-0.13)",1744317836.486329
"GPSData(longitude=13.9213, latitude=52.6201, altitude=1434.7, track=262.7, ground_speed=117.3)","AttitudeData(true_heading=262.7, pitch=1.42, roll=-0.14)",1744317837.5007648
"GPSData(longitude=13.9195, latitude=52.6199, altitude=1427.2, track=262.7, ground_speed=117.2)","AttitudeData(true_heading=262.7, pitch=1.39, roll=-0.15)",1744317838.516053
"GPSData(longitude=13.9177, latitude=52.6198, altitude=1419.5, track=262.7, ground_speed=117.2)","AttitudeData(true_heading=262.7, pitch=1.35, roll=-0.15)",1744317839.5304132
"GPSData(longitude=13.9159, latitude=52.6196, altitude=1411.7, track=262.6, ground_speed=117.1)","AttitudeData(true_heading=262.7, pitch=1.33, roll=-0.16)",1744317840.544661
"GPSData(longitude=13.9141, latitude=52.6195, altitude=1404.0, track=262.6, ground_speed=117.0)","AttitudeData(true_heading=262.6, pitch=1.3, roll=-0.16)",1744317841.556782
"GPSData(longitude=13.9127, latitude=52.6193, altitude=1397.7, track=262.6, ground_speed=117.0)","AttitudeData(true_heading=262.6, pitch=1.28, roll=-0.15)",1744317842.5693219
"GPSData(longitude=13.9109, latitude=52.6192, altitude=1389.8, track=262.6, ground_speed=116.9)","AttitudeData(true_heading=262.6, pitch=1.26, roll=-0.15)",1744317843.5852
"GPSData(longitude=13.9091, latitude=52.619, altitude=1381.6, track=262.6, ground_speed=116.8)","AttitudeData(true_heading=262.6, pitch=1.26, roll=-0.15)",1744317844.598444
"GPSData(longitude=13.9073, latitude=52.6188, altitude=1373.7, track=262.6, ground_speed=116.8)","AttitudeData(true_heading=262.6, pitch=1.24, roll=-0.14)",1744317845.6144488
"GPSData(longitude=13.9056, latitude=52.6187, altitude=1365.7, track=262.6, ground_speed=116.7)","AttitudeData(true_heading=262.6, pitch=1.24, roll=-0.14)",1744317846.6293492
"GPSData(longitude=13.9038, latitude=52.6185, altitude=1357.7, track=262.5, ground_speed=116.7)","AttitudeData(true_heading=262.6, pitch=1.23, roll=-0.13)",1744317847.645395
"GPSData(longitude=13.9024, latitude=52.6184, altitude=1351.2, track=262.5, ground_speed=116.7)","AttitudeData(true_heading=262.5, pitch=1.23, roll=-0.12)",1744317848.660672
"GPSData(longitude=13.9006, latitude=52.6182, altitude=1343.0, track=262.5, ground_speed=116.6)","AttitudeData(true_heading=262.5, pitch=1.23, roll=-0.12)",1744317849.677055
"GPSData(longitude=13.8988, latitude=52.6181, altitude=1335.0, track=262.5, ground_speed=116.6)","AttitudeData(true_heading=262.5, pitch=1.25, roll=-0.11)",1744317850.692414
"GPSData(longitude=13.897, latitude=52.6179, altitude=1326.9, track=262.5, ground_speed=116.6)","AttitudeData(true_heading=262.5, pitch=1.25, roll=-0.1)",1744317851.707325
"GPSData(longitude=13.8952, latitude=52.6177, altitude=1318.9, track=262.5, ground_speed=116.5)","AttitudeData(true_heading=262.5, pitch=1.26, roll=-0.1)",1744317852.7202659
"GPSData(longitude=13.8935, latitude=52.6176, altitude=1311.0, track=262.5, ground_speed=116.5)","AttitudeData(true_heading=262.5, pitch=1.27, roll=-0.09)",1744317853.734466
"GPSData(longitude=13.8917, latitude=52.6174, altitude=1303.0, track=262.5, ground_speed=116.5)","AttitudeData(true_heading=262.5, pitch=1.29, roll=-0.08)",1744317854.749349
"GPSData(longitude=13.8903, latitude=52.6173, altitude=1296.6, track=262.5, ground_speed=116.5)","AttitudeData(true_heading=262.5, pitch=1.31, roll=-0.07)",1744317855.763017
"GPSData(longitude=13.8885, latitude=52.6171, altitude=1288.7, track=262.5, ground_speed=116.5)","AttitudeData(true_heading=262.5, pitch=1.33, roll=-0.07)",1744317856.7762759
"GPSData(longitude=13.8867, latitude=52.6169, altitude=1280.9, track=262.5, ground_speed=116.5)","AttitudeData(true_heading=262.5, pitch=1.35, roll=-0.06)",1744317857.7907681
"GPSData(longitude=13.8849, latitude=52.6168, altitude=1273.1, track=262.5, ground_speed=116.6)","AttitudeData(true_heading=262.5, pitch=1.37, roll=-0.05)",1744317858.805002
"GPSData(longitude=13.8832, latitude=52.6166, altitude=1265.3, track=262.4, ground_speed=116.7)","AttitudeData(true_heading=262.5, pitch=1.33, roll=-0.05)",1744317859.819356
"GPSData(longitude=13.8814, latitude=52.6164, altitude=1257.6, track=262.4, ground_speed=116.8)","AttitudeData(true_heading=262.4, pitch=1.29, roll=-0.04)",1744317860.834174
"GPSData(longitude=13.8799, latitude=52.6163, altitude=1251.3, track=262.4, ground_speed=116.9)","AttitudeData(true_heading=262.4, pitch=1.25, roll=-0.04)",1744317861.8478458
"GPSData(longitude=13.8782, latitude=52.6161, altitude=1243.6, track=262.4, ground_speed=117.1)","AttitudeData(true_heading=262.4, pitch=1.22, roll=-0.03)",1744317862.862751
"GPSData(longitude=13.8763, latitude=52.616, altitude=1235.7, track=262.4, ground_speed=117.3)","AttitudeData(true_heading=262.4, pitch=1.19, roll=-0.03)",1744317863.877862
"GPSData(longitude=13.8745, latitude=52.6158, altitude=1227.8, track=262.4, ground_speed=117.6)","AttitudeData(true_heading=262.4, pitch=1.17, roll=-0.03)",1744317864.893079
"GPSData(longitude=13.8728, latitude=52.6156, altitude=1220.3, track=262.4, ground_speed=117.8)","AttitudeData(true_heading=262.4, pitch=1.24, roll=-0.03)",1744317865.907383
"GPSData(longitude=13.8709, latitude=52.6155, altitude=1212.6, track=262.4, ground_speed=118.0)","AttitudeData(true_heading=262.4, pitch=1.74, roll=-0.03)",1744317866.921658
"GPSData(longitude=13.8692, latitude=52.6153, altitude=1205.8, track=262.4, ground_speed=118.1)","AttitudeData(true_heading=262.4, pitch=2.26, roll=-0.03)",1744317867.9353569
"GPSData(longitude=13.8677, latitude=52.6152, altitude=1200.9, track=262.4, ground_speed=118.2)","AttitudeData(true_heading=262.4, pitch=2.81, roll=-0.02)",1744317868.949816
"GPSData(longitude=13.8659, latitude=52.615, altitude=1195.8, track=262.4, ground_speed=118.2)","AttitudeData(true_heading=262.4, pitch=3.31, roll=-0.03)",1744317869.964281
"GPSData(longitude=13.8641, latitude=52.6148, altitude=1191.8, track=262.4, ground_speed=118.2)","AttitudeData(true_heading=262.4, pitch=3.73, roll=-0.02)",1744317870.979456
"GPSData(longitude=13.8623, latitude=52.6147, altitude=1188.7, track=262.4, ground_speed=118.1)","AttitudeData(true_heading=262.4, pitch=4.05, roll=-0.03)",1744317871.994546
"GPSData(longitude=13.8605, latitude=52.6145, altitude=1186.6, track=262.4, ground_speed=118.0)","AttitudeData(true_heading=262.4, pitch=4.4, roll=-0.02)",1744317873.009381
"GPSData(longitude=13.8587, latitude=52.6143, altitude=1185.2, track=262.4, ground_speed=118.0)","AttitudeData(true_heading=262.4, pitch=4.69, roll=-0.02)",1744317874.022836
"GPSData(longitude=13.8569, latitude=52.6142, altitude=1184.6, track=262.4, ground_speed=118.0)","AttitudeData(true_heading=262.4, pitch=4.9, roll=-0.01)",1744317875.0378082
"GPSData(longitude=13.8555, latitude=52.614, altitude=1184.6, track=262.4, ground_speed=118.0)","AttitudeData(true_heading=262.4, pitch=5.08, roll=-0.01)",1744317876.0529191
"GPSData(longitude=13.8537, latitude=52.6139, altitude=1184.9, track=262.4, ground_speed=118.1)","AttitudeData(true_heading=262.4, pitch=5.2, roll=-0.01)",1744317877.0675972
"GPSData(longitude=13.8519, latitude=52.6137, altitude=1185.7, track=262.4, ground_speed=118.2)","AttitudeData(true_heading=262.4, pitch=5.29, roll=-0.0)",1744317878.081183
"GPSData(longitude=13.8501, latitude=52.6135, altitude=1186.8, track=262.4, ground_speed=118.4)","AttitudeData(true_heading=262.4, pitch=5.33, roll=0.0)",1744317879.0951371
"GPSData(longitude=13.8483, latitude=52.6134, altitude=1188.2, track=262.4, ground_speed=118.5)","AttitudeData(true_heading=262.4, pitch=5.36, roll=-0.0)",1744317880.110351
"GPSData(longitude=13.8465, latitude=52.6132, altitude=1189.7, track=262.4, ground_speed=118.7)","AttitudeData(true_heading=262.4, pitch=5.36, roll=0.01)",1744317881.125878
"GPSData(longitude=13.8447, latitude=52.613, altitude=1191.3, track=262.4, ground_speed=118.9)","AttitudeData(true_heading=262.4, pitch=5.35, roll=0.01)",1744317882.139202
"GPSData(longitude=13.8429, latitude=52.6129, altitude=1193.0, track=262.4, ground_speed=119.0)","AttitudeData(true_heading=262.4, pitch=5.32, roll=0.01)",1744317883.1535912
"GPSData(longitude=13.8414, latitude=52.6127, altitude=1194.4, track=262.4, ground_speed=119.2)","AttitudeData(true_heading=262.4, pitch=5.28, roll=0.01)",1744317884.1696918
"GPSData(longitude=13.8396, latitude=52.6126, altitude=1196.1, track=262.4, ground_speed=119.4)","AttitudeData(true_heading=262.4, pitch=5.24, roll=0.0)",1744317885.1836958
"GPSData(longitude=13.8378, latitude=52.6124, altitude=1197.8, track=262.4, ground_speed=119.5)","AttitudeData(true_heading=262.4, pitch=5.2, roll=0.0)",1744317886.200264
"GPSData(longitude=13.836, latitude=52.6122, altitude=1199.5, track=262.4, ground_speed=119.7)","AttitudeData(true_heading=262.4, pitch=5.15, roll=-0.01)",1744317887.214257
"GPSData(longitude=13.8341, latitude=52.6121, altitude=1201.1, track=262.4, ground_speed=119.9)","AttitudeData(true_heading=262.4, pitch=5.1, roll=-0.01)",1744317888.228578
"GPSData(longitude=13.8323, latitude=52.6119, altitude=1202.6, track=262.4, ground_speed=120.0)","AttitudeData(true_heading=262.4, pitch=5.04, roll=-0.01)",1744317889.242692
"GPSData(longitude=13.8305, latitude=52.6117, altitude=1204.1, track=262.4, ground_speed=120.1)","AttitudeData(true_heading=262.4, pitch=4.98, roll=-0.01)",1744317890.257458
"GPSData(longitude=13.829, latitude=52.6116, altitude=1205.2, track=262.4, ground_speed=120.2)","AttitudeData(true_heading=262.4, pitch=4.93, roll=-0.01)",1744317891.2718332
"GPSData(longitude=13.8272, latitude=52.6114, altitude=1206.4, track=262.4, ground_speed=120.3)","AttitudeData(true_heading=262.4, pitch=4.87, roll=-0.01)",1744317892.286348
"GPSData(longitude=13.8253, latitude=52.6112, altitude=1207.6, track=262.4, ground_speed=120.3)","AttitudeData(true_heading=262.4, pitch=4.82, roll=-0.01)",1744317893.3015301
"GPSData(longitude=13.8235, latitude=52.6111, altitude=1208.6, track=262.4, ground_speed=120.3)","AttitudeData(true_heading=262.4, pitch=4.78, roll=-0.01)",1744317894.315779
"GPSData(longitude=13.8217, latitude=52.6109, altitude=1209.5, track=262.4, ground_speed=120.3)","AttitudeData(true_heading=262.4, pitch=4.73, roll=-0.01)",1744317895.3302
"GPSData(longitude=13.8198, latitude=52.6107, altitude=1210.4, track=262.4, ground_speed=120.3)","AttitudeData(true_heading=262.4, pitch=4.69, roll=-0.02)",1744317896.3449879
"GPSData(longitude=13.8183, latitude=52.6106, altitude=1210.9, track=262.4, ground_speed=120.3)","AttitudeData(true_heading=262.4, pitch=4.66, roll=-0.02)",1744317897.359037
"GPSData(longitude=13.8165, latitude=52.6104, altitude=1211.6, track=262.4, ground_speed=120.2)","AttitudeData(true_heading=262.4, pitch=4.64, roll=-0.01)",1744317898.373991
"GPSData(longitude=13.8147, latitude=52.6102, altitude=1212.1, track=262.4, ground_speed=120.2)","AttitudeData(true_heading=262.4, pitch=4.61, roll=-0.02)",1744317899.387736
"GPSData(longitude=13.8129, latitude=52.6101, altitude=1212.6, track=262.3, ground_speed=120.2)","AttitudeData(true_heading=262.3, pitch=4.6, roll=-0.02)",1744317900.403338
"GPSData(longitude=13.811, latitude=52.6099, altitude=1213.0, track=262.3, ground_speed=120.1)","AttitudeData(true_heading=262.3, pitch=4.6, roll=-0.02)",1744317901.417836
"GPSData(longitude=13.8092, latitude=52.6097, altitude=1213.4, track=262.3, ground_speed=120.0)","AttitudeData(true_heading=262.3, pitch=4.59, roll=-0.01)",1744317902.430959
"GPSData(longitude=13.8077, latitude=52.6096, altitude=1213.7, track=262.3, ground_speed=120.0)","AttitudeData(true_heading=262.3, pitch=4.59, roll=-0.02)",1744317903.444521
"GPSData(longitude=13.8059, latitude=52.6094, altitude=1214.0, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.59, roll=-0.01)",1744317904.458946
"GPSData(longitude=13.804, latitude=52.6092, altitude=1214.3, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.59, roll=-0.01)",1744317905.472086
"GPSData(longitude=13.8022, latitude=52.6091, altitude=1214.6, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=4.59, roll=-0.01)",1744317906.485606
"GPSData(longitude=13.8004, latitude=52.6089, altitude=1214.9, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=4.6, roll=-0.0)",1744317907.500587
"GPSData(longitude=13.7985, latitude=52.6087, altitude=1215.2, track=262.3, ground_speed=119.7)","AttitudeData(true_heading=262.3, pitch=4.61, roll=-0.0)",1744317908.5149262
"GPSData(longitude=13.7971, latitude=52.6086, altitude=1215.4, track=262.3, ground_speed=119.7)","AttitudeData(true_heading=262.3, pitch=4.62, roll=-0.0)",1744317909.5289931
"GPSData(longitude=13.7952, latitude=52.6084, altitude=1215.7, track=262.3, ground_speed=119.7)","AttitudeData(true_heading=262.3, pitch=4.62, roll=0.01)",1744317910.542953
"GPSData(longitude=13.7934, latitude=52.6082, altitude=1216.0, track=262.3, ground_speed=119.6)","AttitudeData(true_heading=262.3, pitch=4.63, roll=0.01)",1744317911.557389
"GPSData(longitude=13.7916, latitude=52.6081, altitude=1216.3, track=262.3, ground_speed=119.6)","AttitudeData(true_heading=262.3, pitch=4.63, roll=0.01)",1744317912.570532
"GPSData(longitude=13.7898, latitude=52.6079, altitude=1216.6, track=262.3, ground_speed=119.6)","AttitudeData(true_heading=262.3, pitch=4.64, roll=0.01)",1744317913.5832288
"GPSData(longitude=13.788, latitude=52.6077, altitude=1216.9, track=262.3, ground_speed=119.6)","AttitudeData(true_heading=262.3, pitch=4.64, roll=0.01)",1744317914.596403
"GPSData(longitude=13.7862, latitude=52.6076, altitude=1217.2, track=262.3, ground_speed=119.6)","AttitudeData(true_heading=262.3, pitch=4.64, roll=0.01)",1744317915.610733
"GPSData(longitude=13.7843, latitude=52.6074, altitude=1217.5, track=262.3, ground_speed=119.7)","AttitudeData(true_heading=262.3, pitch=4.64, roll=0.01)",1744317916.625609
"GPSData(longitude=13.7829, latitude=52.6073, altitude=1217.8, track=262.3, ground_speed=119.7)","AttitudeData(true_heading=262.3, pitch=4.63, roll=0.01)",1744317917.639479
"GPSData(longitude=13.7811, latitude=52.6071, altitude=1218.1, track=262.3, ground_speed=119.7)","AttitudeData(true_heading=262.3, pitch=4.62, roll=0.01)",1744317918.652426
"GPSData(longitude=13.7792, latitude=52.6069, altitude=1218.4, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=4.61, roll=0.01)",1744317919.6669781
"GPSData(longitude=13.7774, latitude=52.6067, altitude=1218.7, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=4.6, roll=0.01)",1744317920.681022
"GPSData(longitude=13.7756, latitude=52.6066, altitude=1219.0, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=4.59, roll=0.01)",1744317921.6954062
"GPSData(longitude=13.7738, latitude=52.6064, altitude=1219.3, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.58, roll=0.01)",1744317922.711573
"GPSData(longitude=13.7719, latitude=52.6062, altitude=1219.6, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.56, roll=0.01)",1744317923.726613
"GPSData(longitude=13.7705, latitude=52.6061, altitude=1219.8, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.54, roll=0.01)",1744317924.740105
"GPSData(longitude=13.7687, latitude=52.6059, altitude=1220.0, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.53, roll=0.01)",1744317925.754645
"GPSData(longitude=13.7668, latitude=52.6058, altitude=1220.2, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.51, roll=0.01)",1744317926.7676501
"GPSData(longitude=13.765, latitude=52.6056, altitude=1220.3, track=262.3, ground_speed=120.0)","AttitudeData(true_heading=262.3, pitch=4.5, roll=0.01)",1744317927.782172
"GPSData(longitude=13.7632, latitude=52.6054, altitude=1220.4, track=262.3, ground_speed=120.0)","AttitudeData(true_heading=262.3, pitch=4.49, roll=0.01)",1744317928.796673
"GPSData(longitude=13.7613, latitude=52.6052, altitude=1220.5, track=262.3, ground_speed=120.0)","AttitudeData(true_heading=262.3, pitch=4.48, roll=0.01)",1744317929.8115578
"GPSData(longitude=13.7595, latitude=52.6051, altitude=1220.6, track=262.3, ground_speed=120.0)","AttitudeData(true_heading=262.3, pitch=4.47, roll=0.01)",1744317930.826039
"GPSData(longitude=13.7581, latitude=52.6049, altitude=1220.7, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.47, roll=0.01)",1744317931.839564
"GPSData(longitude=13.7563, latitude=52.6048, altitude=1220.7, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.45, roll=0.01)",1744317932.853984
"GPSData(longitude=13.7544, latitude=52.6046, altitude=1220.7, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.45, roll=0.01)",1744317933.867866
"GPSData(longitude=13.7525, latitude=52.6044, altitude=1220.7, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.45, roll=0.0)",1744317934.881275
"GPSData(longitude=13.7507, latitude=52.6042, altitude=1220.7, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.45, roll=-0.01)",1744317935.894517
"GPSData(longitude=13.7489, latitude=52.6041, altitude=1220.6, track=262.3, ground_speed=119.9)","AttitudeData(true_heading=262.3, pitch=4.45, roll=-0.01)",1744317936.908061
"GPSData(longitude=13.7471, latitude=52.6039, altitude=1220.6, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=4.45, roll=-0.01)",1744317937.926074
"GPSData(longitude=13.7453, latitude=52.6037, altitude=1220.5, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=4.2, roll=-0.0)",1744317938.991028
"GPSData(longitude=13.7434, latitude=52.6036, altitude=1220.0, track=262.3, ground_speed=119.8)","AttitudeData(true_heading=262.3, pitch=3.96, roll=-0.0)",1744317940.056053
"GPSData(longitude=13.7416, latitude=52.6034, altitude=1219.2, track=262.3, ground_speed=119.6)","AttitudeData(true_heading=262.3, pitch=3.69, roll=-0.0)",1744317941.1227689
"GPSData(longitude=13.7398, latitude=52.6032, altitude=1217.7, track=262.3, ground_speed=119.4)","AttitudeData(true_heading=262.3, pitch=3.42, roll=-0.0)",1744317942.1893902
"GPSData(longitude=13.738, latitude=52.603, altitude=1215.7, track=262.3, ground_speed=119.1)","AttitudeData(true_heading=262.3, pitch=3.17, roll=-0.0)",1744317943.264674
"GPSData(longitude=13.7361, latitude=52.6029, altitude=1213.0, track=262.3, ground_speed=118.8)","AttitudeData(true_heading=262.3, pitch=2.89, roll=-0.0)",1744317944.364809
"GPSData(longitude=13.7344, latitude=52.6027, altitude=1209.8, track=262.3, ground_speed=118.5)","AttitudeData(true_heading=262.3, pitch=2.7, roll=0.0)",1744317945.4240909
"GPSData(longitude=13.7325, latitude=52.6025, altitude=1206.0, track=262.3, ground_speed=118.2)","AttitudeData(true_heading=262.3, pitch=2.53, roll=0.0)",1744317946.506188
"GPSData(longitude=13.7307, latitude=52.6024, altitude=1201.8, track=262.3, ground_speed=117.9)","AttitudeData(true_heading=262.3, pitch=2.39, roll=0.01)",1744317947.551872
"GPSData(longitude=13.7286, latitude=52.6022, altitude=1196.0, track=262.3, ground_speed=117.6)","AttitudeData(true_heading=262.3, pitch=2.25, roll=0.02)",1744317948.647949
"GPSData(longitude=13.7268, latitude=52.602, altitude=1190.9, track=262.3, ground_speed=117.3)","AttitudeData(true_heading=262.3, pitch=2.14, roll=0.02)",1744317949.76461
"GPSData(longitude=13.725, latitude=52.6018, altitude=1185.4, track=262.3, ground_speed=117.1)","AttitudeData(true_heading=262.3, pitch=2.03, roll=0.03)",1744317950.85652
"GPSData(longitude=13.7232, latitude=52.6016, altitude=1179.6, track=262.3, ground_speed=116.8)","AttitudeData(true_heading=262.3, pitch=1.93, roll=0.03)",1744317951.906324
"GPSData(longitude=13.7214, latitude=52.6015, altitude=1173.6, track=262.3, ground_speed=116.6)","AttitudeData(true_heading=262.3, pitch=1.86, roll=0.03)",1744317952.998104
"GPSData(longitude=13.7193, latitude=52.6013, altitude=1166.0, track=262.3, ground_speed=116.4)","AttitudeData(true_heading=262.3, pitch=1.77, roll=0.03)",1744317954.0810518
"GPSData(longitude=13.7175, latitude=52.6011, altitude=1159.5, track=262.3, ground_speed=116.2)","AttitudeData(true_heading=262.3, pitch=1.72, roll=0.04)",1744317955.164628
"GPSData(longitude=13.7157, latitude=52.6009, altitude=1152.8, track=262.3, ground_speed=116.0)","AttitudeData(true_heading=262.3, pitch=1.66, roll=0.04)",1744317956.247722
"GPSData(longitude=13.7139, latitude=52.6008, altitude=1145.8, track=262.3, ground_speed=115.9)","AttitudeData(true_heading=262.3, pitch=1.61, roll=0.04)",1744317957.331456
"GPSData(longitude=13.7122, latitude=52.6006, altitude=1138.8, track=262.3, ground_speed=115.7)","AttitudeData(true_heading=262.3, pitch=1.56, roll=0.04)",1744317958.414659
"GPSData(longitude=13.7104, latitude=52.6004, altitude=1131.8, track=262.3, ground_speed=115.6)","AttitudeData(true_heading=262.3, pitch=1.52, roll=0.04)",1744317959.4896278
"GPSData(longitude=13.7083, latitude=52.6002, altitude=1123.0, track=262.3, ground_speed=115.5)","AttitudeData(true_heading=262.3, pitch=1.5, roll=0.04)",1744317960.581375
"GPSData(longitude=13.7065, latitude=52.6001, altitude=1115.6, track=262.3, ground_speed=115.3)","AttitudeData(true_heading=262.3, pitch=1.47, roll=0.04)",1744317961.639458
"GPSData(longitude=13.7047, latitude=52.5999, altitude=1108.1, track=262.3, ground_speed=115.2)","AttitudeData(true_heading=262.3, pitch=1.45, roll=0.04)",1744317962.714644
"GPSData(longitude=13.703, latitude=52.5997, altitude=1100.8, track=262.3, ground_speed=115.1)","AttitudeData(true_heading=262.3, pitch=1.44, roll=0.04)",1744317963.7728379
"GPSData(longitude=13.7013, latitude=52.5996, altitude=1093.3, track=262.3, ground_speed=115.0)","AttitudeData(true_heading=262.3, pitch=1.43, roll=0.04)",1744317964.864681
"GPSData(longitude=13.6996, latitude=52.5994, altitude=1085.9, track=262.3, ground_speed=115.0)","AttitudeData(true_heading=262.3, pitch=1.41, roll=0.04)",1744317965.939435
"GPSData(longitude=13.6974, latitude=52.5992, altitude=1076.6, track=262.3, ground_speed=114.9)","AttitudeData(true_heading=262.3, pitch=1.42, roll=0.03)",1744317967.031302
"GPSData(longitude=13.696, latitude=52.5991, altitude=1070.4, track=262.3, ground_speed=114.8)","AttitudeData(true_heading=262.3, pitch=1.41, roll=0.04)",1744317968.064679
"GPSData(longitude=13.6939, latitude=52.5989, altitude=1061.2, track=262.3, ground_speed=114.7)","AttitudeData(true_heading=262.3, pitch=1.42, roll=0.03)",1744317969.14802
"GPSData(longitude=13.6921, latitude=52.5987, altitude=1053.5, track=262.3, ground_speed=114.7)","AttitudeData(true_heading=262.3, pitch=1.43, roll=0.03)",1744317970.222788
"GPSData(longitude=13.6903, latitude=52.5985, altitude=1045.7, track=262.3, ground_speed=114.6)","AttitudeData(true_heading=262.3, pitch=1.44, roll=0.03)",1744317971.3146958
"GPSData(longitude=13.6886, latitude=52.5984, altitude=1038.1, track=262.3, ground_speed=114.6)","AttitudeData(true_heading=262.3, pitch=1.45, roll=0.03)",1744317972.3979788
"GPSData(longitude=13.6868, latitude=52.5982, altitude=1030.5, track=262.3, ground_speed=114.6)","AttitudeData(true_heading=262.3, pitch=1.47, roll=0.03)",1744317973.464706
"GPSData(longitude=13.6851, latitude=52.598, altitude=1022.9, track=262.3, ground_speed=114.7)","AttitudeData(true_heading=262.3, pitch=1.49, roll=0.02)",1744317974.522777
"GPSData(longitude=13.6834, latitude=52.5979, altitude=1015.5, track=262.3, ground_speed=114.7)","AttitudeData(true_heading=262.3, pitch=1.51, roll=0.02)",1744317975.613399
"GPSData(longitude=13.6816, latitude=52.5977, altitude=1008.1, track=262.3, ground_speed=114.8)","AttitudeData(true_heading=262.3, pitch=1.53, roll=0.01)",1744317976.672802
"GPSData(longitude=13.6799, latitude=52.5976, altitude=1000.8, track=262.3, ground_speed=114.9)","AttitudeData(true_heading=262.3, pitch=1.58, roll=0.01)",1744317977.722847
"GPSData(longitude=13.6778, latitude=52.5974, altitude=992.2, track=262.3, ground_speed=115.1)","AttitudeData(true_heading=262.3, pitch=1.67, roll=0.01)",1744317978.798005
"GPSData(longitude=13.676, latitude=52.5972, altitude=985.3, track=262.3, ground_speed=115.4)","AttitudeData(true_heading=262.3, pitch=1.82, roll=0.0)",1744317979.882478
"GPSData(longitude=13.6742, latitude=52.597, altitude=978.5, track=262.3, ground_speed=115.7)","AttitudeData(true_heading=262.3, pitch=1.99, roll=-0.0)",1744317980.966282
